country_code,debt_to_gdp_pct,gdp_growth_pct,inflation_pct,political_stability_est,country_name,inflation_pct_norm,debt_to_gdp_pct_norm,gdp_growth_pct_norm,political_stability_est_norm,risk_score
UKR,89.7,3.24811808426423,6.50198464669254,-0.432315,Ukraine,100.0,100.0,15.226854761531229,100.0,78.80671369038281
ROU,57.5,0.916003764382594,5.72140574354439,0.1588848,Romania,78.09865846605085,29.3859649122807,65.82582038748279,36.4963640074331,52.45170194331186
AUT,79.2,-0.659089573171372,2.93791574279376,0.4915979,Austria,0.0,76.97368421052632,100.0,0.7580373159178322,44.43293038161103
HUN,73.5,0.709070599066038,3.70370370370369,0.4363288,Hungary,21.486339954657577,64.4736842105263,70.31556775083382,6.694759229620715,40.7425877864096
SRB,44.1,3.94992622592932,4.6705297488997,-0.168638999999999,Serbia,48.613370078524895,0.0,0.0,71.6772828340332,30.072663228139525
POL,55.1,3.02841630700273,3.79060897630197,0.498655,Poland,23.924712358266646,24.12280701754386,19.993637667859474,0.0,17.010289260917496
